TAXID,Command,Ethnicity
944015,009 PRECINCT,WHITE
939932,PBBX SPECIALIZED UNITS,WHITE
978869,108 PRECINCT,BLACK
967435,HOUSING COMMUNITY AFFAIRS SECT,BLACK
971841,TRANSIT DISTRICT 4,BLACK
978870,HOUSING PSA 2,ASIAN
965223,BROOKLYN COURT SECTION,BLACK
941448,YANKEE STADIUM DETAIL,BLACK
960272,034 DET SQUAD,WHITE
953698,PBMN COMMUNITY AFFAIRS SECTION,BLACK
938102,CRIMES AGAINST PERSONS UNIT,BLACK
946800,DET BORO MANHATTAN ZONE #14,BLACK
968287,072 PRECINCT,BLACK
901207,014 PCT-MIDTOWN SO. PCT,BLACK
934525,106 PRECINCT,WHITE
936233,061 DET SQUAD,BLACK
970424,083 PRECINCT,BLACK
936234,DBBN VIDEO COLLECTION TEAM,WHITE
962411,RTCC SOCIAL MEDIA ANALYSIS & RESEARCH TEAM,WHITE
958323,DEP COMM DEPARTMENT ADVOCATE,WHITE
959502,NARC BORO BRONX MAJOR CASE UNIT,WHITE
943015,109 PRECINCT,WHITE
920043,MOUNTED UNIT,WHITE
931555,075 PRECINCT,WHITE
977709,112 PRECINCT,BLACK
938103,062 PRECINCT,WHITE
946802,PSB COMMUNITY RESPONSE TEAM,WHITE
933654,CT OPERATIONAL SUPPORT SECTION,WHITE
959503,NARC BORO BRONX,WHITE
982034,RTS RECRUITS,WHITE
950097,105 PRECINCT,WHITE
979069,010 PRECINCT,WHITE
950098,CRITICAL RESPONSE COMMAND,WHITE
934526,115TH DET SQUAD,WHITE
952485,MS CRIME ANALYSIS UNIT,WHITE
922016,076 PRECINCT,WHITE
982771,RTS RECRUITS,BLACK
953701,114 PRECINCT,WHITE
946801,STRIKE FORCE,WHITE
950099,MILITARY & EXTENDED LEAVE DESK,WHITE
964939,108 PRECINCT,BLACK
947159,CRIMINAL INTELLIGENCE SECTION,WHITE
950096,071 PRECINCT,HISPANIC
960273,COURT MONITORING SECTION,WHITE
980404,RTS RECRUITS,WHITE
950095,HARBOR UNIT,WHITE
966474,073 PRECINCT,WHITE
945518,042 PRECINCT,WHITE
969539,AC ZONE I QUEENS/BKLYN/S.I.,WHITE
948689,068 PRECINCT,WHITE
953700,OPS TECHNICAL SUPPORT UNIT,WHITE
963410,077 PRECINCT,WHITE
966969,034 PRECINCT,WHITE
948690,EMERGENCY SERVICE UNIT,WHITE
973263,078 PRECINCT,BLACK
966475,PBBS COMMUNITY AFFAIRS SECTION,BLACK
958324,MANHATTAN ADULT SEX CRIMES SQUAD,WHITE
938104,CHIEF CRIME CONTROL STRATEGIES,HISPANIC
969540,TRANSIT DISTRICT 30,WHITE
979068,017 PRECINCT,WHITE
974759,BRONX COURT SECTION,HISPANIC
968288,PBBN COMMUNITY AFFAIRS SECTION,BLACK
945519,TRANSIT DISTRICT 20,WHITE
951555,PBMS SCOOTER TASK FORCE,WHITE
946627,WARRANT SECTION,WHITE
978411,TRANSIT DISTRICT 34,WHITE
966968,NARC BORO MANHATTAN NORTH,WHITE
970996,CRIME PREVENTION DIVISION,ASIAN
966476,WARRANT SECTION,WHITE
941450,019 PRECINCT,WHITE
976598,026 PRECINCT,BLACK
941451,FORCE INVESTIGATION DIVISION,WHITE
936235,BRONX ROBBERY SQUAD,BLACK
950100,WARRANT SECTION,WHITE
948306,INTERNAL AFFAIRS BUREAU,BLACK
963411,EMER SERV SQ 03,WHITE
962267,044 PRECINCT,WHITE
931558,PSA 8 VIPER 4,WHITE
922018,044 DET SQUAD,WHITE
964373,049 PRECINCT,WHITE
924976,ARSON & EXPLOSION,WHITE
929767,BARRIER SECTION,WHITE
950103,CRIMINAL INTELLIGENCE SECTION,WHITE
967783,023 PRECINCT,WHITE
948691,POL LAB FIREARMS ANALYSIS SEC,WHITE
950102,100 PRECINCT,WHITE
927953,BOMB SQUAD,WHITE
938105,HOUSING PSA 5,WHITE
945521,POLICE ACADEMY,WHITE
968972,PB PAID DETAIL UNIT,BLACK
945861,LAB EVIDENCE CTRL & SECURITY,BLACK
978412,TRANSIT DISTRICT 20,BLACK
955767,078 DET SQUAD,BLACK
977482,102 PRECINCT,BLACK
969541,HOUSING PSA 4,WHITE
932356,BROOKLYN SOUTH GRAND LARCENY SQD,BLACK
973264,075 PRECINCT,BLACK
964402,044 PRECINCT,WHITE
958327,DBBS EVIDENCE COLLECTION TEAM,HISPANIC
980405,RTS RECRUITS,BLACK
975363,106 PRECINCT,HISPANIC
956450,HOUSING PSA 2,WHITE
936236,POL LAB FIREARMS ANALYSIS SEC,WHITE
981101,RTS RECRUITS,BLACK
936237,BRONX CHILD ABUSE SQUAD,BLACK
959506,049 PRECINCT,WHITE
961650,TRP BUR OPERATIONS,BLACK
954112,TRANSIT DISTRICT 23,BLACK
979070,063 PRECINCT,BLACK
924978,IAB INVESTIGATIONS UNIT 27,WHITE
961651,077 PRECINCT,BLACK
945523,JOINT TERRORIST TASK FORCE,WHITE
959505,061 PRECINCT,WHITE
979735,018 PCT-MIDTOWN NO. PCT,WHITE
974760,PSA 7 VIPER 11,WHITE
962268,061 PRECINCT,WHITE
939935,109 PRECINCT,WHITE
974681,083 PRECINCT,BLACK
958326,034 PRECINCT,BLACK
966477,115 PRECINCT,WHITE
914303,HOUSING PSA 2,WHITE
970425,112 PRECINCT,ASIAN
943017,TIMES SQUARE UNIT,HISPANIC
953702,TIMES SQUARE UNIT,BLACK
943020,043 PRECINCT,BLACK
965873,079 PRECINCT,ASIAN
951556,006 PRECINCT,WHITE
963880,PSB COMMUNITY RESPONSE TEAM,WHITE
959267,077 PRECINCT,BLACK
938109,MISSING PERSONS SQUAD,BLACK
948692,020 PRECINCT,BLACK
956451,NARC BORO BRONX,WHITE
959507,105 PRECINCT,WHITE
936238,QUEENS COURT SECTION,BLACK
952257,CAD RECRUITMENT SECTION,BLACK
956452,109 PRECINCT,WHITE
966478,CT OPERATIONAL SUPPORT SECTION,WHITE
975364,075 PRECINCT,WHITE
950104,NARC BORO QUEENS SOUTH,WHITE
938111,BOMB SQUAD,WHITE
946803,PATROL BORO MAN NORTH,WHITE
962954,INTEL CIS FIO PROGRAM,HISPANIC
948693,PUBLIC SECURITY SECTION,HISPANIC
945524,070 PRECINCT,BLACK
973964,079 PRECINCT,HISPANIC
952486,TRANSIT DISTRICT 23,HISPANIC
938108,010 PRECINCT,BLACK
936240,TECH. ASSIST. & RESPONSE UNIT,HISPANIC
943022,STRATEGIC RESP GRP 2 BRONX,HISPANIC
941454,HEADQUARTERS SECURITY UNIT,HISPANIC
964941,067 PRECINCT,HISPANIC
927960,QUEENS ROBBERY SQUAD,WHITE
980406,048 PRECINCT,BLACK
964403,CENTRAL PARK PRECINCT,HISPANIC
965669,CENTRAL PARK PRECINCT,BLACK
944380,ESU CANINE TEAM,WHITE
951557,TRAINING SUPPORT SECTION,WHITE
974761,084 PRECINCT,HISPANIC
953703,025 PRECINCT,WHITE
963881,049 PRECINCT,HISPANIC
937803,TRANSIT BUREAU,WHITE
982772,RTS RECRUITS,WHITE
955768,042 PRECINCT,HISPANIC
958328,TRANSIT DISTRICT 23,BLACK
941456,OPERATIONS & ANALYSIS SECTION,WHITE
917334,JOINT TERRORIST TASK FORCE,WHITE
976005,107 PRECINCT,WHITE
959508,PBBX PUBLIC SAFETY TEAMS,WHITE
934531,INTERNAL AFFAIRS BUREAU,WHITE
977788,014 PCT-MIDTOWN SO. PCT,WHITE
944622,COMP SEC BODY WORN CAMERA UNIT,WHITE
969543,060 PRECINCT,BLACK
975365,047 PRECINCT,WHITE
969545,108 PRECINCT,WHITE
963882,062 PRECINCT,WHITE
932361,013 PRECINCT,HISPANIC
952487,030 PRECINCT,WHITE
958329,INTELLIGENCE DIVISION,WHITE
939936,POLICE COMMISSIONER,WHITE
946669,BX CRIME ANALYSIS UNIT,HISPANIC
944382,LEGAL BUREAU,WHITE
979736,067 PRECINCT,WHITE
955726,BUILDING MAINTENANCE SECT,WHITE
920046,BRONX OPER NIGHT WATCH,WHITE
960275,073 PRECINCT,WHITE
921171,070 PRECINCT,WHITE
944379,BROOKLYN COURT SECTION,WHITE
903479,TECH. ASSIST. & RESPONSE UNIT,WHITE
924979,DET BORO BKLYN NO HOMICIDE SQ,WHITE
953705,071 DET SQUAD,WHITE
979737,052 PRECINCT,WHITE
929773,WARRANT SECTION,WHITE
967734,EMER SERV SQ 04,WHITE
980407,103 PRECINCT,WHITE
972538,014 PCT-MIDTOWN SO. PCT,WHITE
952488,PSA 2 VIPER 2,WHITE
939937,014 PCT-MIDTOWN SO. PCT,WHITE
968973,PBQN CITI FIELD DETAIL,WHITE
934530,088 PRECINCT,HISPANIC
945525,073 PRECINCT,WHITE
960276,PBMS SCOOTER TASK FORCE,BLACK
978413,052 PRECINCT,WHITE
948308,MEDICAL DIVISION,WHITE
982148,RTS RECRUITS,BLACK
976004,014 PCT-MIDTOWN SO. PCT,WHITE
938114,HATE CRIMES UNIT,BLACK
966479,047 PRECINCT,HISPANIC
967436,TRANSIT DISTRICT 4,HISPANIC
959509,017 PRECINCT,WHITE
971842,HOUSING PSA 8,HISPANIC
966480,INTERNAL AFFAIRS BUREAU,HISPANIC
982149,RTS RECRUITS,BLACK
980408,034 PRECINCT,HISPANIC
965671,107 PRECINCT,WHITE
962442,112 PRECINCT,HISPANIC
966481,073 PRECINCT,WHITE
932793,PATROL BORO BKLYN NORTH,BLACK
973059,TB TRAIN PATROL FORCE,BLACK
981102,RTS RECRUITS,BLACK
980409,079 PRECINCT,BLACK
923582,HARBOR UNIT,WHITE
939938,100 PRECINCT,HISPANIC
938116,INTERNAL AFFAIRS BUREAU,BLACK
951558,069 DET SQUAD,WHITE
959511,QUEENS COURT SECTION,WHITE
940209,CRIME SCENE UNIT,HISPANIC
964404,HOUSING PSA 9,WHITE
969542,032 PRECINCT,HISPANIC
948307,CRIMINAL INTELLIGENCE SECTION,WHITE
970427,006 PRECINCT,WHITE
960279,DBQN EVIDENCE COLLECTION TEAM,WHITE
944383,QN CRIME ANALYSIS UNIT,WHITE
960278,075 PRECINCT,BLACK
974762,120 PRECINCT,BLACK
968974,HIGHWAY UNIT 1,HISPANIC
964405,013 DET SQUAD,BLACK
925064,DB TACTICAL TRAINING UNIT,BLACK
944345,DBBX EVIDENCE COLLECTION TEAM,BLACK
933656,MANAGEMENT ANALYSIS SECTION,HISPANIC
979738,110 PRECINCT,WHITE
959510,114 PRECINCT,WHITE
965958,PBBX PUBLIC SAFETY TEAMS,WHITE
934532,CT OPERATIONAL SUPPORT SECTION,WHITE
952493,PATROL BORO STATEN ISLAND,WHITE
933555,040 PRECINCT,BLACK
965959,094 PRECINCT,WHITE
956455,HOUSING PSA 2,WHITE
926600,106TH DET SQUAD,BLACK
939939,COMMUNITY AFFAIRS BUREAU,BLACK
971843,069 PRECINCT,WHITE
973965,006 PRECINCT,BLACK
981104,RTS RECRUITS,HISPANIC
963412,025 PRECINCT,HISPANIC
958330,EMER SERV SQ 10,WHITE
948309,NARC BORO BROOKLYN SOUTH,WHITE
900202,COMMUNICATIONS DIV,WHITE
939940,079 PRECINCT,BLACK
944385,NARC BORO QUEENS NORTH,HISPANIC
924981,POLICE ACADEMY,HISPANIC
960280,025 PRECINCT,BLACK
956456,TRANSIT DISTRICT 20,BLACK
940666,107TH DET SQUAD,HISPANIC
951559,114 PRECINCT,WHITE
974763,062 PRECINCT,HISPANIC
958331,TB ANTI TERRORISM 3,HISPANIC
982150,RTS RECRUITS,HISPANIC
977064,102 PRECINCT,WHITE
936242,TRANSIT DISTRICT 4,HISPANIC
948310,WARRANT SECTION,HISPANIC
960282,042 PRECINCT,HISPANIC
964406,061 PRECINCT,HISPANIC
975368,TRANSIT DISTRICT 2,HISPANIC
932363,WARRANT SECTION,WHITE
968975,032 PRECINCT,WHITE
963413,PERSONNEL ORDERS DIVISION,HISPANIC
982151,RTS RECRUITS,BLACK
981105,RTS RECRUITS,BLACK
979739,TRANSIT DISTRICT 2,BLACK
948695,025 PRECINCT,WHITE
947719,007 DET SQUAD,WHITE
920116,STRATEGIC RESP GRP 2 BRONX,BLACK
946804,HOUSING PSA 4,WHITE
945528,GVSD Z1 VIOLENCE RED T/F,WHITE
956458,HOUSING PSA 2,HISPANIC
967437,001 PRECINCT,WHITE
937736,COMMUNITY AFFAIRS BUREAU,BLACK
975366,073 PRECINCT,BLACK
963415,081 PRECINCT,BLACK
944389,FLEET SERVICES DIVISION,WHITE
979072,032 PRECINCT,HISPANIC
934554,FINANCIAL CRIMES TASK FORCE,BLACK
960281,CRIME PREVENTION DIVISION,HISPANIC
938118,108 PRECINCT,BLACK
939016,090 PRECINCT,HISPANIC
934534,PBSI COMMUNITY RESPONSE TEAM,HISPANIC
941458,TRN BUR CMD LVL TRAINING UNIT,HISPANIC
941459,EXECUTIVE PROTECTION UNIT,BLACK
945532,EMER SERV SQ 02,BLACK
962756,ORCHARD BEACH DETAIL,HISPANIC
955769,TRANSIT DISTRICT 20,BLACK
948696,019 PRECINCT,BLACK
976599,077 PRECINCT,BLACK
960467,PATROL SERVICES BUREAU WHEEL,WHITE
968291,DEP COMM PUBLIC INFORMATION,BLACK
973966,075 PRECINCT,BLACK
948694,044 PRECINCT,HISPANIC
927964,032 DET SQUAD,WHITE
956459,MILITARY & EXTENDED LEAVE DESK,WHITE
948183,DBBX VIDEO COLLECTION TEAM,HISPANIC
972539,104 PRECINCT,WHITE
941689,116 PRECINCT,BLACK
948697,044 PRECINCT,WHITE
952497,103 PRECINCT,WHITE
973267,083 PRECINCT,WHITE
974764,006 PRECINCT,HISPANIC
972264,PROPERTY CLERK DIVISION,HISPANIC
936245,INTERNAL AFFAIRS BUREAU,WHITE
948698,OPERATIONS UNIT,WHITE
961653,060 PRECINCT,WHITE
945527,109 PRECINCT,WHITE
943025,112 PRECINCT,WHITE
957404,076 DET SQUAD,WHITE
956460,EMER SERV SQ 01,WHITE
889639,PATROL BORO STATEN ISLAND,WHITE
973268,083 PRECINCT,WHITE
962270,044 PRECINCT,BLACK
976006,TRANSIT DISTRICT 4,HISPANIC
926603,HOUSING BOROUGH MANHATTAN,BLACK
966482,FIREARMS INVESTIGATION UNIT,HISPANIC
979073,078 PRECINCT,BLACK
978414,017 PRECINCT,BLACK
980411,073 PRECINCT,BLACK
967786,101 PRECINCT,BLACK
960283,HOUSING PSA 3,BLACK
964408,TRANSIT DISTRICT 34,BLACK
957402,083 DET SQUAD,HISPANIC
972540,105 PRECINCT,BLACK
980412,HOUSING PSA 1,BLACK
973967,060 PRECINCT,BLACK
968977,066 PRECINCT,BLACK
963884,025 DET SQUAD,BLACK
980410,HOUSING PSA 7,HISPANIC
932369,NARC BORO QUEENS SOUTH,BLACK
979071,033 PRECINCT,HISPANIC
982026,RTS RECRUITS,BLACK
945533,REAL TIME CRIME CENTER,BLACK
954572,077 PRECINCT,WHITE
944391,077 PRECINCT,WHITE
939539,CANDIDATE ASSESSMENT DIVISION,BLACK
943027,PATROL BORO STATEN ISLAND,WHITE
938123,HATE CRIMES UNIT,BLACK
963416,MILITARY & EXTENDED LEAVE DESK,WHITE
944392,ESU CANINE TEAM,WHITE
938119,CHIEF OF SPECIAL OPERATIONS,BLACK
941191,FORENSIC INVESTIGATIONS DIV,BLACK
955323,062 PRECINCT,WHITE
922027,INTEL CIS FIO PROGRAM,BLACK
952496,LEGAL BUREAU,WHITE
939895,TRANSIT DISTRICT 20,BLACK
957403,TRANSIT DISTRICT 33,BLACK
950108,110 PRECINCT,BLACK
936244,FIRST DEPUTY COMMISSIONER,BLACK
971844,043 PRECINCT,BLACK
950110,PBMS THEATER DISTRICT UNIT,WHITE
969549,019 PRECINCT,HISPANIC
972541,020 PRECINCT,BLACK
950109,TACTICAL TRAINING UNIT,BLACK
961500,STRATEGIC RESP GRP 1 MANHATTAN,BLACK
941784,MEDICAL DIVISION,BLACK
973269,041 PRECINCT,BLACK
936246,NARC BORO BRONX,BLACK
974766,107 PRECINCT,BLACK
934538,PERFORMANCE ANALYSIS UNIT,WHITE
964942,014 PCT-MIDTOWN SO. PCT,WHITE
977065,010 PRECINCT,WHITE
958333,HOUSING PSA 2,BLACK
973266,PBQS JAMAICA AVE BID,BLACK
938124,PATROL BORO MAN NORTH,BLACK
980413,103 PRECINCT,BLACK
979074,042 PRECINCT,BLACK
960284,032 PRECINCT,WHITE
939942,AUTO POUNDS,BLACK
979740,TRANSIT DISTRICT 4,BLACK
978415,123 PRECINCT,BLACK
967787,075 PRECINCT,BLACK
981106,RTS RECRUITS,BLACK
968294,061 PRECINCT,BLACK
982152,RTS RECRUITS,BLACK
952500,YOUTH STRATEGIES DIVISION,BLACK
962272,009 PRECINCT,HISPANIC
930419,UNIFORMED OPERATIONS UNIT,BLACK
947107,116 PRECINCT,HISPANIC
934540,TRANSIT AUTHORITY LIAISON,BLACK
977483,104 PRECINCT,WHITE
967785,121 PRECINCT,WHITE
970429,076 PRECINCT,BLACK
942103,HARBOR UNIT,WHITE
962955,TRANSIT DISTRICT 32,BLACK
943029,106TH DET SQUAD,WHITE
964587,112 PRECINCT,BLACK
971150,052 PRECINCT,BLACK
938121,CENTRAL PARK PRECINCT,BLACK
955770,028 PRECINCT,WHITE
948702,MILITARY & EXTENDED LEAVE DESK,BLACK
948703,TRANSIT DISTRICT 20,HISPANIC
938120,AUTO POUNDS,WHITE
975293,044 PRECINCT,BLACK
939944,PATROL BORO BKLYN SOUTH,BLACK
973270,061 PRECINCT,WHITE
962273,SSD YOUTH RESPONSE TEAM,BLACK
948704,FIREARMS INVESTIGATION UNIT,BLACK
946805,LMSI PROJECT MANAGEMENT OFFICE,HISPANIC
936248,063 DET SQUAD,BLACK
948184,PATROL SERVICES BUREAU,BLACK
976600,019 PRECINCT,BLACK
958335,121 PRECINCT,WHITE
952499,115 PRECINCT,WHITE
968292,088 PRECINCT,BLACK
971346,018 PCT-MIDTOWN NO. PCT,WHITE
968978,068 DET SQUAD,BLACK
977066,081 PRECINCT,BLACK
951561,INTERNAL AFFAIRS BUREAU,BLACK
954573,STRATEGIC RESP GRP 1 MANHATTAN,BLACK
943028,OPERATIONS & ANALYSIS SECTION,BLACK
913559,DET BORO QUEENS NORTH,WHITE
941460,WORLD TRADE CENTER COMMAND,WHITE
979742,043 PRECINCT,BLACK
957405,DBBS VIDEO COLLECTION TEAM,BLACK
974682,HOUSING PSA 4,BLACK
963418,DBBX EVIDENCE COLLECTION TEAM,BLACK
943030,NARC BORO QUEENS SOUTH,HISPANIC
979743,049 PRECINCT,BLACK
979741,041 PRECINCT,BLACK
963886,061 PRECINCT,BLACK
947989,WARRANT SECTION,WHITE
974765,MILITARY & EXTENDED LEAVE DESK,BLACK
974767,062 PRECINCT,BLACK
946447,041 PRECINCT,BLACK
981107,RTS RECRUITS,BLACK
963419,070 PRECINCT,BLACK
950113,NARC BORO STATEN ISLAND MAJOR CASE UNIT,WHITE
951471,CRIMINAL INTELLIGENCE SECTION,WHITE
938122,049 PRECINCT,HISPANIC
938712,PATROL SERVICES BUREAU,BLACK
961654,INTELLIGENCE DIVISION,WHITE
981108,RTS RECRUITS,WHITE
981109,RTS RECRUITS,BLACK
972542,HOUSING PSA 7,WHITE
966483,120 PRECINCT,WHITE
960287,062 DET SQUAD,WHITE
960288,WARRANT SECTION,WHITE
948700,CHARACTER ASSESSMENT SECTION,HISPANIC
973271,TIMES SQUARE UNIT,BLACK
980415,075 PRECINCT,BLACK
975369,115 PRECINCT,WHITE
944211,HOUSING COMMUNITY AFFAIRS SECT,BLACK
972543,TRANSIT DISTRICT 1,BLACK
942463,DET BORO BX HOMICIDE SQ,HISPANIC
975370,007 PRECINCT,HISPANIC
934542,PATROL BORO BKLYN NORTH,BLACK
966484,042 PRECINCT,BLACK
967438,102 PRECINCT,WHITE
958338,069 DET SQUAD,WHITE
936250,HOUSING PSA 3,WHITE
948708,019 PRECINCT,WHITE
952504,STRATEGIC RESP GRP 2 BRONX,HISPANIC
957407,120 DETECTIVE SQUAD,WHITE
950116,BN CRIME ANALYSIS UNIT,HISPANIC
962956,108 PRECINCT,BLACK
979744,023 PRECINCT,BLACK
977789,PROPERTY CLERK DIVISION,BLACK
943031,BRONX STANDARDS & ASSESSMENTS UNIT,HISPANIC
954574,CRITICAL RESPONSE COMMAND,WHITE
936249,077 PRECINCT,HISPANIC
973061,HOUSING PSA 3,BLACK
959517,102 PRECINCT,WHITE
923590,QUEENS TRANSIT CRIMES SQUAD,WHITE
918633,DET BORO BKLYN NO HOMICIDE SQ,WHITE
936251,121 PRECINCT,WHITE
951562,060 PRECINCT,WHITE
968295,113 PRECINCT,WHITE
975937,105 PRECINCT,WHITE
952502,MILITARY & EXTENDED LEAVE DESK,HISPANIC
952505,113 PRECINCT,WHITE
950117,BRONX COURT SECTION,WHITE
932325,UNIFORMED OPERATIONS UNIT,BLACK
971846,018 PCT-MIDTOWN NO. PCT,BLACK
974768,COMMUNITY OUTREACH DIVISION,BLACK
944393,077 DET SQUAD,HISPANIC
976602,100 PRECINCT,BLACK
901240,CRD SPARTA GROUP,BLACK
972544,018 PCT-MIDTOWN NO. PCT,HISPANIC
963420,115 PRECINCT,BLACK
973273,069 PRECINCT,BLACK
969552,052 PRECINCT,BLACK
961655,105TH DET SQUAD,BLACK
964944,079 PRECINCT,BLACK
950118,TRN BUR CMD LVL TRAINING UNIT,WHITE
956463,PBSI FERRY SECURITY UNIT,WHITE
964945,SCHOOL SAFETY DIVISION,BLACK
938402,HOUSING PSA 2,WHITE
950119,INTEL CIS FIO PROGRAM,WHITE
957406,090 PRECINCT,WHITE
961656,HARBOR UNIT,WHITE
941463,CEIS METRO SAFE STREETS TF,WHITE
964946,NARC BORO BRONX,WHITE
976601,QUEENS COURT SECTION,BLACK
924992,AUTO POUNDS,BLACK
936253,113 PRECINCT,WHITE
959435,MOUNTED UNIT,WHITE
956464,111 PRECINCT,WHITE
973969,045 PRECINCT,WHITE
952506,BROOKLYN COURT SECTION,HISPANIC
950122,HIGHWAY UNIT 2,WHITE
964947,HOUSING PSA 5,WHITE
927983,005 PRECINCT,WHITE
962958,014 PCT-MIDTOWN SO. PCT,WHITE
977790,103 PRECINCT,HISPANIC
976503,032 PRECINCT,WHITE
963421,070 DET SQUAD,WHITE
941464,TB TRAIN PATROL FORCE,WHITE
968296,116 PRECINCT,BLACK
936255,103 PRECINCT,WHITE
961657,018 PCT-MIDTOWN NO. PCT,HISPANIC
958340,HOUSING PSA 3,WHITE
982153,RTS RECRUITS,WHITE
929795,CHIEF CRIME CONTROL STRATEGIES,WHITE
913726,079 DET SQUAD,BLACK
969553,023 PRECINCT,ASIAN
980416,040 PRECINCT,BLACK
958341,COMMUNITY OUTREACH DIVISION,BLACK
951563,013 PRECINCT,ASIAN
970431,QUEENS COURT SECTION,HISPANIC
972545,024 PRECINCT,WHITE
977791,TRANSIT DISTRICT 3,HISPANIC
977067,115 PRECINCT,HISPANIC
938127,TRANSIT DISTRICT 20,ASIAN
924995,DEP COMM PUBLIC INFORMATION,HISPANIC
962274,079 PRECINCT,ASIAN
960290,079 PRECINCT,HISPANIC
964409,044 PRECINCT,ASIAN
980417,042 PRECINCT,HISPANIC
977793,113 PRECINCT,WHITE
948463,QUALITY ASSURANCE SECTION,HISPANIC
977484,071 PRECINCT,ASIAN
948522,TB CANINE UNIT,WHITE
929796,HOUSING PSA 5,WHITE
979745,RTS RECRUITS,HISPANIC
950123,WARRANT SECTION,WHITE
981111,RTS RECRUITS,ASIAN
955772,043 PRECINCT,HISPANIC
950120,007 PRECINCT,WHITE
936257,CRIME SCENE UNIT,WHITE
964948,HB MANHATTAN RESPONSE TEAM,HISPANIC
948710,BRONX COURT SECTION,HISPANIC
939951,HOUSING PSA 1,HISPANIC
963888,DET BORO MANHATTAN NORTH,WHITE
959519,STRATEGIC RESP GRP 4 QUEENS,WHITE
948711,090 DET SQUAD,WHITE
973274,061 PRECINCT,WHITE
938130,BROOKLYN COURT SECTION,BLACK
981110,RTS RECRUITS,BLACK
954575,WORLD TRADE CENTER COMMAND,WHITE
955771,CRITICAL RESPONSE COMMAND,HISPANIC
952507,063 PRECINCT,HISPANIC
973970,MILITARY & EXTENDED LEAVE DESK,ASIAN
962275,AVIATION UNIT,ASIAN
955514,PROPERTY CLERK DIVISION,BLACK
947990,120 PRECINCT,WHITE
946807,CRIMINAL INTELLIGENCE SECTION,WHITE
936258,CT OPERATIONAL SUPPORT SECTION,WHITE
946808,CHIEF OF DEPARTMENT,ASIAN
944395,COD QUALITY OF LIFE DIVISION,WHITE
977794,120 PRECINCT,WHITE
957408,ESU CANINE TEAM,WHITE
976504,023 PRECINCT,HISPANIC
958346,AC ZONE I QUEENS/BKLYN/S.I.,WHITE
934609,STRATEGIC RESP GRP 5 SI,WHITE
940975,HATE CRIMES UNIT,WHITE
971849,042 PRECINCT,WHITE
962276,044 DET SQUAD,WHITE
980418,047 PRECINCT,WHITE
954578,122 DETECTIVE SQUAD,WHITE
954579,IN-SERVICE TRAINING SECTION,WHITE
936260,QUEENS NIGHT WATCH,WHITE
936261,JOINT TERRORIST TASK FORCE,WHITE
965961,052 PRECINCT,WHITE
966972,INTEL CIS FIO PROGRAM,HISPANIC
941371,NARC BORO BRONX,WHITE
955773,TRANSIT DISTRICT 20,WHITE
938129,POLICE ACTION LITIGATION SECTION,BLACK
979075,TRANSIT DISTRICT 32,WHITE
979076,042 PRECINCT,HISPANIC
969554,HUMAN RESOURCES DIVISION,HISPANIC
964950,013 PRECINCT,BLACK
941468,PBSI COMMUNITY AFFAIRS SECTION,WHITE
934547,109 PRECINCT,ASIAN
931567,COD DOMESTIC VIOLENCE UNIT,BLACK
946809,DBSI EVIDENCE COLLECTION TEAM,WHITE
949830,NARC BORO MANHATTAN SOUTH,BLACK
944397,OFFICE OF EQUAL EMPLOYMENT OPPORTUNITY,BLACK
969555,HOUSING PSA 2,BLACK
961658,101 PRECINCT,WHITE
948185,FIREARMS INVESTIGATION UNIT,WHITE
948715,STRATEGIC RESP GRP 1 MANHATTAN,HISPANIC
943033,122 PRECINCT,WHITE
953708,BUILDING MAINTENANCE SECT,WHITE
938131,FORCE INVESTIGATION DIVISION,HISPANIC
962278,030 PRECINCT,HISPANIC
960292,TRANSIT DISTRICT 4,HISPANIC
958345,109 PRECINCT,WHITE
949929,EMER SERV SQ 07,HISPANIC
959520,STRATEGIC RESP GRP 1 MANHATTAN,HISPANIC
948464,TRANSIT DISTRICT 12,HISPANIC
962277,BX CRIME ANALYSIS UNIT,WHITE
941471,MISSING PERSONS SQUAD,HISPANIC
954582,081 PRECINCT,HISPANIC
953709,033 PRECINCT,HISPANIC
954580,FIREARMS & TACTICS SECTION,WHITE
933556,TRN BUR CMD LVL TRAINING UNIT,HISPANIC
932380,PBBX COMMUNITY RESPONSE TEAM,HISPANIC
940976,TECH. ASSIST. & RESPONSE UNIT,BLACK
948717,BX CRIME ANALYSIS UNIT,HISPANIC
955252,046 DET SQUAD,HISPANIC
968298,NARC BORO BRONX,HISPANIC
959387,STATEN ISLAND SPECIAL VICTIMS SQUAD,BLACK
965962,100 PRECINCT,HISPANIC
947274,MANHATTAN COURT SECTION,HISPANIC
970432,030 PRECINCT,HISPANIC
977795,TRANSIT DISTRICT 11,WHITE
954583,075 PRECINCT,WHITE
941267,HOUSING PSA 8,HISPANIC
936263,CRIMES AGAINST PERSONS UNIT,WHITE
936264,STRATEGIC RESP GRP 4 QUEENS,WHITE
962279,018 PCT-MIDTOWN NO. PCT,WHITE
952511,WARRANT SECTION,WHITE
950126,TRANSIT DISTRICT 1,BLACK
976505,TRANSIT DISTRICT 33,BLACK
982154,RTS RECRUITS,HISPANIC
980419,RTS RECRUITS,BLACK
977485,HOUSING PSA 3,BLACK
953710,SPECIAL VICTIMS UNIT,HISPANIC
